"t","y"
1,12.777985945218
1,30.3164600835835
1,18.2228361805683
1,6.7220275356906
1,21.351155919287
1,0.301615013869186
1,13.2679877991757
1,7.57811421319528
1,5.26230427617416
1,9.31230227616792
1,598.258600087854
1,32.3126118514423
1,5.78261240503366
1,4.69698697848838
1,24.8032995717742
1,4.21402456870408
1,2.82368959549771
1,7.24179846007254
1,25.1985019819884
1,11.056796348003
1,4.96172925340376
1,5.10612131937526
1,6.5140422618385
1,5.81994960951542
1,31.630364945134
1,9.28542204056722
1,60.8828686394948
1,9.55343669550952
1,9.88508581202326
1,1.06730154595635
1,152.386174333687
1,25.4352569258597
1,35.0129757809437
1,32.6532739443457
1,7.90946654918406
1,69.7701315489478
1,53.7026123536708
1,8.73685104615372
1,12.2697687616206
1,9.64887163791314
1,15.4923138524764
1,5.33962427939408
1,54.111562206304
1,51.2498124906322
1,5.74915505068656
1,41.4868988770026
1,5.17681477145388
1,922.991069943368
1,922.991069943368
1,20.6093821547758
1,6.81887176471434
1,252.27974235466
1,10.7100268675341
1,8.07428737487228
1,34.2131427277275
1,23.0377633697928
1,8.51559422038428
1,7.60373855031044
1,10.1858869935648
1,11.5068412424237
1,38.20091080985
1,17.6292014049528
1,10.5722551124458
1,6.6180837544819
1,15.804731889631
1,0.142933364196104
1,7.15816556164248
1,6.73701829490744
1,15.0026353831013
1,5.60235553602908
1,8.69298786309538
1,7.92475828551968
1,6.60364406833184
1,7.86470068972156
1,5.38683384740816
1,6.28618422636508
1,6.39077643595158
1,4.68566103140638
1,5.18766256583944
1,5.86212398528658
1,7.61101030448212
1,4.79472101894834
1,11.6744712890587
1,11.6384120870118
1,9.41328178908266
1,9.42354380453008
1,1.1461513047483
1,113.558898072337
1,7.85275868914176
1,6.36014247870184
1,4.41577243747248
1,5.10707711081692
1,52.4796031040368
1,4.16581877707008
1,5.47750117999892
1,21.698065303753
1,5.48717521906322
1,36.9560609967322
1,4.3071279936559
1,29.4843979182644
1,4.58316450850518
1,20.5561862205444
1,16.0757591647505
1,4.6749315995821
1,72.0712485028046
1,15.9734252042155
1,79.1204246460498
1,7.87821883300614
1,19.9407237828349
1,38.3172241383506
1,10.9720294425106
1,31.4470116131067
1,69.6194983143128
1,10.9700315724784
1,8.58722648732686
1,7.99529827662024
1,103.580870296982
1,43.5475958441822
1,7.3411558984215
1,16.1398332771924
1,2.71869756099944
1,4.40358104914518
1,107.903086219011
1,14.8171347345488
1,11.3540456936003
1,23.6561624883517
1,10.862013202185
1,5.24088854800634
1,9.91751923794688
1,9.6332446516014
1,4.05017535768012
1,6.13214838779522
1,8.09850006200108
1,6.12828426375852
1,6.99447634322862
1,4.38079534555528
1,2.12742564981332
1,4.31808975975964
1,9.88118261960012
1,6.59202152283358
1,5.2643727032105
1,9.84862503196484
1,38.834475301541
1,2.72159213507985
1,4.0997129830807
1,4.5996161963226
1,2.66979910152349
1,2.04121571741024
1,2.13165953342479
1,16.400653877675
1,6.3998277927614
1,4.82689593550202
1,1.40927994320569
1,2.47795088062222
1,2.15585878012216
1,2.05245025482793
1,3.87926245207892
1,4.394726264513
1,0.173259111050437
1,2.53611619989202
1,4.96465717684806
1,6.4227004431384
1,28.4157517201125
1,19.8793072352613
1,34.9340409429905
1,5.12850969415664
1,20.8430149259229
1,72.0235108519354
2,17.7736271893618
2,6.00116695217868
2,7.43429613765874
2,14.9107707343704
2,7.57928597341456
2,52.3490034856144
2,10.5335535293493
2,2.11139193302791
2,5.9208896614983
2,17.9509215140348
2,16.487642088434
2,15.7136651360051
2,4.40904530567274
2,11.2833790438755
2,159.238137317137
2,9.1942207612212
2,8.79742426047816
2,4.66136061239964
2,14.2034533199253
2,14.8160586825686
2,8.47311471946284
2,96.7142328730808
2,32.9284021819365
2,6.11815620747082
2,8.36103543442464
2,12.5943665847549
2,4.12273159560418
2,4.21341941340026
2,9.17843441765638
2,5.1786372222457
2,6.14385688859988
2,55.9560591178146
2,6.14273995119302
2,12.7936265654011
2,23.4225572115715
2,12.3111380105479
2,5.27261640793582
2,21.7573538828391
2,13.1051536175301
2,4.86519014548344
2,104.002174363355
2,104.002174363355
2,7.68995501677368
2,4.50145130286588
2,11.8750754625819
2,9.3968050147801
2,6.4624586370997
2,6.63816883461312
2,2.53339325031141
2,154.245247792106
2,69.3667145633066
2,6.45294248223144
2,19.622840323657
2,46.1912484980914
2,23.5872653119744
2,53.953788691885
2,10.8177670000151
2,13.3435979514364
2,4.66936770531448
2,22.4094867239082
2,9.9660549984047
2,111.476531707664
2,29.1072635481734
2,99.7001034675952
2,179.31246773367
2,21.4080094015396
2,5.9137876650099
2,14.0367754063705
2,61.737503635474
2,122.21128240098
2,42.3459899919336
2,4.94195688628532
2,6.17759526095224
2,18.1075463029617
2,13.9898428418766
2,6.87400421048666
2,5.54824222315114
2,7.30851036847156
2,67.905164122219
2,33.3867574045387
2,90.2812551052236
2,84.6261014332074
2,4.37928715367676
2,8.38355878817446
2,6.43729871763814
2,27.3370268252242
2,2.06875172198809
2,24.1048868397451
2,5.44604804116054
2,5.25047333357334
2,6.61192722994216
2,7.84113207250234
2,11.779297034842
2,8.1307576923263
2,22.5252683961763
2,17.915013749536
2,21.6301544604698
2,24.4708244628065
2,11.3339971606618
2,7.89127335182168
2,52.1919555327248
2,6.56855639596514
2,12.7259994231913
2,7.1385251464412
2,54.5506527484684
2,10.0869815854309
2,45.1111764884932
2,10.2239818673632
2,5.42947171005512
2,2.71013970905416
2,8.53945088095772
2,3.26560270839066
2,1.51242383016051
2,3.4658113353425
2,14.9899000644151
2,2.63526895413247
2,2.68782905381439
2,8.39039669062612
2,5.23094558700132
2,3.38011553343531
2,3.09342249580089
2,2.20723771427747
2,2.60550986771652
2,3.09211881482527
2,15.3373858431509
2,84.404508977057
2,23.0380702189054
2,5.90488673808
2,15.2148187804865
2,7.00131262693628
2,12.5650294680733
2,10.5035794692786
2,7.49526411508246
2,7.29624487404394
3,196.035410870818
3,9.51663137793128
3,4.38636285366888
3,7.47018423037112
3,35.227753964258
3,6.25632899829142
3,13.7770432412598
3,29.83337942455
3,24.1959232216867
3,3.11102122156985
3,6.37030632946624
3,250.722144264424
3,4.3145591415024
3,34.4265466378543
3,28.7013465702518
3,3.18827825200599
3,6.76214716281222
3,50.338992306814
3,5.41556038599352
3,6.8677388173192
3,5.51431990077748
3,6.87183118021304
3,12.6208053119764
3,5.32814058570928
3,24.7000766739248
3,21.8555539151812
3,8.99273519777742
3,17.9899928587295
3,3.04784211632778
3,43.2855574909164
3,6.70355023661564
3,9.54301984315164
3,42.8393860364042
3,30.1061918869744
3,11.5700535436536
3,9.12635329623034
3,2.20910759912472
3,44.8631898043938
3,10.1103140845566
3,9.9036339635231
3,20.4018090859896
3,7.2101019794955
3,18.6445974895117
3,6.89165346130272
3,7.47824048454124
3,73.5321448094418
3,26.2593760762452
3,26.2593760762452
3,26.2593760762452
3,5.97767626534248
3,0.905961131966152
3,5.0366556684332
3,6.97526139060658
3,6.82415325695058
3,19.8551324753044
3,4.84763495988122
3,16.2122549448809
3,8.7941269356062
3,4.97850640993668
3,18.6379167428213
3,10.2566347302234
3,7.5541827504616
3,4.09407658122246
3,9.45989057644858
3,2.38485384930451
3,4.17021904126016
3,11.7722281092936
3,31.5375795224409
3,566.967530708126
3,15.1409688464045
3,46.6878225012514
3,4.62565884926224
3,193.89388677823
3,2.97247426333456
3,12.5905138081136
3,100.971966532555
3,100.971966532555
3,24.9026724772221
3,11.1697696815399
